STYLE	QUALITY	YEAR_BUILT	GLA	BSMT	Open Porch/deck/Roof Only	COV Porch&Deck	Enclosed	Foundation	Garage	Carport
9612	2	1969	696	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1972	720	0	64	NULL	NULL	1507	NULL	NULL
9616	5	2023	1216	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1999	1076	0	16	NULL	NULL	1507	NULL	NULL
9612	2.5	1978	965	0	20	NULL	NULL	1507	NULL	NULL
9616	5	2004	1216	0	NULL	NULL	NULL	1507	NULL	NULL
9616	4	1999	1184	0	NULL	NULL	NULL	1507	NULL	NULL
9724	2	1973	1440	0	NULL	NULL	NULL	1507	NULL	NULL
9618	5	2023	1216	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1971	480	0	20	NULL	NULL	1507	NULL	NULL
9612	2.5	1978	840	0	12	NULL	NULL	1507	NULL	NULL
9612	2.5	1980	980	0	20	NULL	NULL	NULL	NULL	NULL
9612	3	1987	910	0	16	NULL	NULL	1507	NULL	NULL
9614	3	1981	910	0	NULL	NULL	NULL	1507	NULL	NULL
9616	4	2001	1040	0	NULL	NULL	NULL	1507	NULL	NULL
9614	4	1999	924	0	NULL	NULL	NULL	1507	NULL	NULL
9616	4	1996	1040	0	NULL	NULL	NULL	1507	NULL	NULL
9728	3	1977	1960	0	NULL	NULL	NULL	1507	NULL	NULL
9616	5	2023	1216	0	NULL	NULL	NULL	1507	NULL	NULL
9616	4	1996	960	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1982	952	0	NULL	164	NULL	1507	NULL	NULL
9610	2	1960	400	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1986	1064	0	NULL	NULL	NULL	1507	NULL	NULL
9616	2	1972	1120	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1974	756	0	NULL	NULL	NULL	1510	NULL	NULL
9728	4	2003	1288	0	NULL	NULL	NULL	1559	NULL	NULL
9614	4	1994	896	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1970	840	0	24	NULL	NULL	1507	NULL	NULL
9724	3	1978	1632	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1984	980	0	NULL	NULL	NULL	1507	NULL	NULL
9724	3	1977	1680	0	520	NULL	NULL	1559	NULL	NULL
9614	3	1983	980	0	NULL	NULL	NULL	1507	NULL	NULL
9614	4	1993	840	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1973	600	0	NULL	NULL	NULL	NULL	NULL	NULL
9614	2	1976	910	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1971	896	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1979	672	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1971	980	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1978	980	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1971	696	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1973	952	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1978	672	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	1979	672	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1982	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1972	980	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1986	1216	0	NULL	160	NULL	1513	NULL	NULL
9616	4	1999	1280	0	NULL	NULL	NULL	1507	NULL	NULL
9614	1	1972	812	0	NULL	NULL	NULL	1507	NULL	NULL
9616	3	1983	1120	0	NULL	NULL	NULL	1559	NULL	NULL
9612	2.5	1978	980	0	NULL	NULL	NULL	1507	NULL	NULL
9724	2	1970	660	0	NULL	NULL	24	1507	NULL	NULL
9608	1	1960	384	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1967	780	0	NULL	NULL	NULL	1507	NULL	NULL
9724	3	1981	896	0	NULL	NULL	36	1510	NULL	NULL
9614	2	1971	896	0	NULL	NULL	NULL	1507	NULL	NULL
9724	3	1977	1440	0	NULL	NULL	NULL	1507	NULL	NULL
9616	3	1986	1088	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	1986	980	0	32	NULL	NULL	1507	NULL	NULL
9616	5	2023	1216	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1971	504	0	NULL	NULL	NULL	1507	NULL	NULL
9616	5	2023	1216	0	NULL	NULL	NULL	1507	NULL	NULL
9616	4	1995	960	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1984	756	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1972	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1972	924	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1978	952	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1971	600	0	12	NULL	NULL	1507	NULL	NULL
9614	4	1991	756	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1983	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3.5	1999	672	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2.5	1973	980	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1972	1056	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	1997	1584	0	NULL	NULL	NULL	1559	NULL	NULL
9614	2	1971	896	0	NULL	NULL	NULL	1507	NULL	NULL
9616	4	1998	1248	0	NULL	NULL	NULL	1507	NULL	NULL
9724	3	1979	1440	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1981	840	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1973	924	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1983	728	0	104	NULL	NULL	1507	NULL	NULL
9614	3	1979	952	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1973	952	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1972	576	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1965	672	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1974	952	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2.5	1977	910	0	20	NULL	NULL	1507	NULL	NULL
9616	4	1999	1088	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2.5	1977	700	0	NULL	NULL	NULL	1510	NULL	2006
9616	5	2023	1216	0	NULL	NULL	NULL	1507	NULL	NULL
9614	4	1990	1064	0	NULL	NULL	NULL	1507	NULL	NULL
9616	3	1980	880	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1982	980	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1980	1064	0	NULL	NULL	NULL	1510	NULL	NULL
9616	2	1975	1056	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1969	924	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	1973	2800	0	NULL	NULL	NULL	1559	NULL	NULL
9612	3	1978	952	0	NULL	NULL	NULL	1510	NULL	NULL
9612	2.5	1977	728	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1972	980	0	NULL	NULL	NULL	1507	NULL	NULL
9724	3	1982	1152	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1973	980	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	2003	1504	0	814	NULL	NULL	1510	NULL	NULL
9724	4	1999	1508	1	180	NULL	NULL	NULL	NULL	NULL
9612	2.5	1978	938	0	96	NULL	NULL	NULL	NULL	NULL
9614	1	1972	868	0	NULL	NULL	NULL	1507	NULL	NULL
9728	4	1994	1680	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	2014	1760	0	20	NULL	NULL	1559	NULL	NULL
9614	2	1972	1030	0	NULL	NULL	NULL	1513	NULL	NULL
9616	2	1972	960	0	NULL	NULL	NULL	NULL	NULL	NULL
9614	2	1974	980	0	NULL	NULL	NULL	1510	NULL	NULL
9610	2	1960	465	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	2	1971	752	0	NULL	NULL	NULL	1507	NULL	NULL
9616	3	1979	1350	0	NULL	NULL	NULL	NULL	NULL	NULL
9728	4	1992	1624	0	NULL	NULL	NULL	1559	NULL	NULL
9612	3.5	1993	840	0	96	NULL	NULL	1507	NULL	NULL
9614	2	1984	980	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1972	896	0	NULL	NULL	NULL	1507	NULL	NULL
9724	3.5	1997	1960	0	NULL	160	NULL	1559	NULL	NULL
9724	3	1980	1632	0	NULL	NULL	NULL	1507	NULL	NULL
9724	3.5	1980	1008	0	NULL	NULL	NULL	1510	NULL	NULL
9616	4	2000	1248	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	2014	1494	0	NULL	NULL	NULL	1559	NULL	NULL
9724	3	1982	1440	0	NULL	NULL	NULL	1560	NULL	NULL
9614	4	2013	910	0	NULL	NULL	NULL	1507	NULL	NULL
9614	4	2013	910	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1973	840	0	96	NULL	NULL	1507	NULL	NULL
9612	2.5	1981	980	0	16	NULL	NULL	1507	NULL	NULL
9614	3	1979	952	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2.5	1979	910	0	NULL	16	NULL	1507	NULL	NULL
9612	2	1973	720	0	120	NULL	NULL	1510	NULL	NULL
9616	2	1974	1120	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1970	816	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1972	320	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	2004	1248	0	96	NULL	NULL	1559	NULL	NULL
9614	1	1973	1080	0	NULL	NULL	NULL	1508	NULL	2004
9728	4	2015	1814	0	24	456	NULL	1559	NULL	NULL
9614	3	1984	980	0	NULL	NULL	NULL	1510	NULL	NULL
9724	2	1976	1680	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2.5	1982	938	0	NULL	64	NULL	1510	NULL	NULL
9614	3	1978	840	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1981	756	0	NULL	NULL	136	1511	NULL	NULL
9612	1	1972	720	0	NULL	20	192	1507	NULL	NULL
9614	2	1971	840	0	NULL	NULL	NULL	1507	NULL	NULL
9614	4	1993	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1980	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1982	980	0	NULL	NULL	NULL	1507	NULL	NULL
9616	2	1973	1120	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1978	600	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	1984	784	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1973	840	0	NULL	NULL	NULL	1507	NULL	NULL
9614	4	1999	952	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1971	952	0	NULL	NULL	NULL	1507	NULL	NULL
9616	4	1997	1120	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1983	980	0	NULL	NULL	NULL	1507	NULL	NULL
9724	3	1979	980	0	16	NULL	NULL	1507	NULL	NULL
9614	4	1999	910	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1981	980	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1984	980	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1975	756	0	NULL	NULL	NULL	1511	NULL	NULL
9728	3	1981	1400	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1982	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1981	840	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1978	756	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1978	952	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1979	952	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1974	952	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1975	952	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1970	924	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1967	924	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1974	756	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1974	952	0	NULL	NULL	NULL	1510	NULL	NULL
9616	2	1976	1120	0	NULL	NULL	NULL	1507	NULL	2006
9614	3	1981	700	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1981	924	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1976	980	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	2001	1184	0	NULL	NULL	NULL	1510	NULL	NULL
9616	3	1981	1248	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1972	840	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1973	980	0	576	NULL	NULL	1507	NULL	NULL
9614	3	1980	896	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1968	784	0	NULL	NULL	140	1507	NULL	NULL
9614	3	1981	952	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1981	980	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1981	952	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2.5	1983	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1978	868	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1973	980	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1972	840	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2.5	1981	980	0	64	NULL	NULL	1510	NULL	NULL
9616	4	1994	1280	0	NULL	NULL	NULL	1510	NULL	NULL
9616	4	2014	1216	0	NULL	NULL	NULL	1507	NULL	NULL
9616	2	1976	1088	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1980	924	0	NULL	NULL	NULL	1510	NULL	NULL
9616	2	1973	1088	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1981	924	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1972	780	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1981	980	0	NULL	168	NULL	1507	NULL	NULL
9724	2.5	1969	864	0	NULL	72	NULL	1559	NULL	2004
9614	3	1982	1172	0	NULL	NULL	NULL	1510	NULL	NULL
9728	3	1986	1560	0	NULL	NULL	NULL	1510	NULL	NULL
9728	3	1980	1400	0	NULL	NULL	NULL	1560	NULL	NULL
9612	1	1971	960	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1972	696	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	2015	2939	0	72	NULL	NULL	1559	NULL	NULL
9612	3	1993	743	0	NULL	NULL	NULL	1510	NULL	NULL
9616	4	1999	1184	0	NULL	NULL	NULL	1510	NULL	NULL
9728	4	1993	1792	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2.5	1980	910	0	16	NULL	NULL	1510	NULL	NULL
9614	3	1994	952	0	NULL	NULL	NULL	1510	NULL	NULL
9724	3.5	1981	1960	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3.5	1996	980	0	NULL	64	NULL	1507	NULL	NULL
9724	3	1985	1152	0	NULL	NULL	NULL	1510	NULL	NULL
9612	2.5	1981	980	0	NULL	64	NULL	1510	NULL	NULL
9612	1	1847	840	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	2.5	1980	980	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	2007	1627	0	605	NULL	NULL	1559	NULL	NULL
9614	3	1980	924	0	NULL	NULL	NULL	1510	NULL	NULL
9612	2	1973	768	0	NULL	NULL	64	1507	NULL	NULL
9614	2	1972	896	0	NULL	NULL	NULL	1510	NULL	NULL
9616	4	1995	1056	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	1977	924	0	NULL	NULL	NULL	1507	NULL	NULL
9614	4	1994	980	0	NULL	NULL	NULL	1510	NULL	NULL
9728	2	1970	1792	0	NULL	NULL	NULL	1510	NULL	NULL
9616	3	1983	1088	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	2001	1517	0	268	511	NULL	1559	NULL	NULL
9728	4	1996	1904	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1972	924	0	NULL	NULL	NULL	1507	NULL	NULL
9616	3	1980	1056	0	NULL	NULL	NULL	1508	NULL	NULL
9728	4	1998	1288	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1987	672	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1982	1092	0	NULL	NULL	NULL	1510	NULL	NULL
9616	3	1981	1088	0	NULL	NULL	NULL	1510	NULL	NULL
9616	3.5	2015	1032	0	480	632	NULL	1559	NULL	NULL
9614	2	1972	980	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1971	952	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1985	672	0	NULL	108	NULL	1507	NULL	NULL
9614	4	1996	910	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1976	868	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1974	672	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1973	792	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2.5	1982	816	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1979	980	0	NULL	NULL	NULL	1507	NULL	NULL
9836	4.5	2003	1651	0	41	NULL	NULL	1559	NULL	NULL
9612	2.5	1979	1120	0	48	NULL	NULL	1507	NULL	NULL
9614	3	1978	1092	0	NULL	NULL	NULL	1507	NULL	NULL
9616	4	2001	1088	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	2015	1494	0	24	48	NULL	1508	NULL	NULL
9612	3.5	1982	1590	1	NULL	222	320	1559	783	NULL
9612	3	1995	980	0	960	NULL	NULL	1510	NULL	NULL
9612	2.5	1980	980	0	NULL	112	NULL	1507	NULL	NULL
9614	4	1997	840	0	NULL	NULL	NULL	1510	NULL	NULL
9612	4	2011	840	0	NULL	NULL	NULL	1507	NULL	NULL
9724	2	1973	1680	0	NULL	96	NULL	1507	NULL	NULL
9614	3	1984	952	0	NULL	NULL	NULL	1507	NULL	NULL
9616	5	2023	1216	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1971	480	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3.5	2001	910	0	20	NULL	NULL	1507	NULL	NULL
9612	2.5	1978	840	0	12	NULL	NULL	1507	NULL	NULL
9612	2.5	1980	980	0	NULL	NULL	48	NULL	NULL	NULL
9724	3.5	1977	1960	0	64	NULL	NULL	1507	NULL	NULL
9614	2	1973	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1973	980	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	2015	1494	0	48	NULL	NULL	1559	NULL	NULL
9724	4	1995	966	0	40	NULL	NULL	1559	NULL	NULL
9612	1	1963	580	0	NULL	NULL	NULL	1510	NULL	NULL
9724	3	1972	1377	0	NULL	277	NULL	1559	901	NULL
9612	1	1965	750	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1971	576	0	NULL	NULL	NULL	1510	NULL	NULL
9616	3	1978	864	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1970	768	0	NULL	NULL	NULL	1507	NULL	NULL
9614	2	1979	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1979	980	0	NULL	NULL	NULL	1507	NULL	NULL
9614	4	1991	924	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	2015	1654	0	NULL	NULL	NULL	1559	NULL	NULL
9612	3.5	2015	784	0	40	NULL	NULL	1560	NULL	NULL
9612	1	1965	336	0	296	NULL	NULL	NULL	NULL	NULL
9612	1	1971	696	0	16	NULL	NULL	1510	NULL	NULL
9612	3.5	2012	800	0	NULL	NULL	264	NULL	NULL	NULL
9612	1	1973	720	0	NULL	NULL	NULL	1560	NULL	NULL
9612	2.5	1978	924	0	42	NULL	NULL	1510	NULL	NULL
9724	2	1970	1365	0	96	NULL	NULL	NULL	NULL	NULL
9724	3	1982	1440	0	320	NULL	NULL	1513	NULL	NULL
9724	2.5	1935	2484	0	NULL	36	NULL	1559	NULL	NULL
9724	3.5	1995	1224	0	300	81	NULL	1507	NULL	NULL
9836	4.5	2005	2720	0	NULL	968	NULL	1559	NULL	NULL
9724	4	2013	1080	0	48	NULL	NULL	1559	NULL	NULL
9724	4	2016	2040	0	32	NULL	NULL	1559	NULL	NULL
9724	4	2015	1494	0	16	NULL	NULL	1559	NULL	NULL
9612	1	1973	980	0	NULL	160	NULL	1510	NULL	NULL
9724	4	1998	2065	0	336	72	NULL	1559	NULL	NULL
9612	2.5	1980	924	0	497	NULL	NULL	1507	NULL	NULL
9724	4	2000	1708	0	NULL	NULL	NULL	1559	NULL	NULL
9612	1	1970	1263	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1969	816	0	NULL	NULL	NULL	1507	NULL	NULL
9728	4	1995	1210	0	NULL	140	NULL	1559	NULL	NULL
9724	2	1974	1738	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	1999	2128	0	36	NULL	NULL	1559	NULL	NULL
9728	4	2003	1248	0	132	NULL	NULL	1559	NULL	NULL
9724	4	2016	1760	0	924	NULL	NULL	1559	NULL	NULL
9612	1	1971	770	0	16	NULL	NULL	1510	NULL	NULL
9612	1	1976	910	0	NULL	NULL	96	1507	NULL	NULL
9724	4	2010	1152	0	96	NULL	NULL	1559	NULL	NULL
9724	4	1996	1712	0	NULL	NULL	NULL	1559	NULL	NULL
9724	3.5	1984	1848	0	NULL	NULL	NULL	1507	NULL	NULL
9724	3.5	1994	1080	0	96	NULL	NULL	1507	NULL	NULL
9724	4	2016	2220	0	432	NULL	NULL	1559	NULL	NULL
9724	4	1997	1260	0	160	96	160	1559	NULL	NULL
9724	4	2016	2337	0	64	NULL	NULL	1559	NULL	NULL
9614	2.5	1977	980	0	264	NULL	NULL	1507	NULL	NULL
9724	3	1979	1876	0	24	NULL	NULL	NULL	NULL	NULL
9724	3.5	1984	1760	0	479	NULL	NULL	1560	NULL	NULL
9612	3.5	2012	896	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3.5	2012	980	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1993	924	0	NULL	240	NULL	1510	NULL	NULL
9612	3.5	2015	560	0	16	140	NULL	1510	NULL	NULL
9612	1	1967	256	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	3.5	1998	924	0	366	500	NULL	1559	NULL	NULL
9836	5	2005	2821	0	240	33	NULL	1559	739	NULL
9724	4	1997	1818	0	795	NULL	NULL	1559	NULL	NULL
9612	2.5	1980	840	0	NULL	NULL	64	NULL	NULL	NULL
9612	1	1974	938	0	380	NULL	NULL	1510	NULL	NULL
9612	1	1972	2080	0	84	NULL	NULL	NULL	NULL	NULL
9724	4.5	1997	2128	1	40	NULL	339	1559	NULL	NULL
9612	2	1972	840	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	2001	1836	0	100	NULL	NULL	1559	NULL	NULL
9612	3.5	2012	672	0	NULL	260	NULL	1509	NULL	NULL
9612	1	1996	936	0	240	NULL	NULL	NULL	NULL	NULL
9612	3	1996	980	0	249	NULL	NULL	1507	NULL	NULL
9612	3.5	2009	980	0	160	70	NULL	1560	NULL	NULL
9724	2.5	1958	1568	0	NULL	NULL	NULL	1510	NULL	2005
9612	1	1972	840	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	1985	1782	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	2015	1669	0	NULL	231	NULL	1559	NULL	NULL
9724	3	1981	1344	0	NULL	NULL	NULL	1507	NULL	NULL
9616	4	1997	1088	0	NULL	NULL	NULL	1513	NULL	NULL
9724	4	2017	1760	0	96	NULL	NULL	1559	NULL	NULL
9732	4.5	2016	2006	0	32	NULL	NULL	1559	NULL	NULL
9612	2.5	1988	560	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	2007	1289	0	NULL	NULL	NULL	1559	NULL	NULL
9612	1	1973	1020	0	320	796	NULL	1560	NULL	NULL
9724	4	2018	1281	0	32	NULL	NULL	1559	NULL	NULL
9724	2.5	1960	1752	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1972	720	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	4.5	2017	2305	0	1275	NULL	NULL	1559	NULL	NULL
9612	3.5	2002	660	0	1304	NULL	NULL	1507	NULL	NULL
9612	1	1975	1399	0	24	NULL	96	1508	NULL	NULL
9724	3.5	1978	896	0	NULL	224	NULL	1559	NULL	2004
9612	1	1965	400	0	60	NULL	NULL	NULL	NULL	NULL
9612	1	1963	460	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1957	812	0	104	NULL	NULL	NULL	NULL	2004
9612	1	1965	352	0	NULL	480	NULL	NULL	NULL	NULL
9724	3.5	1996	1120	0	NULL	224	33	1513	NULL	NULL
9612	1	1975	784	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	2017	1488	0	100	NULL	NULL	1559	NULL	NULL
9612	1	1976	980	0	NULL	256	NULL	1507	NULL	NULL
9612	2	1975	892	0	NULL	96	NULL	1507	NULL	NULL
9612	2.5	1978	980	0	176	NULL	100	1510	NULL	NULL
9728	3.5	1996	1470	0	584	NULL	NULL	1508	NULL	NULL
9612	3	1993	1068	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1975	1993	0	NULL	NULL	NULL	NULL	NULL	2005
9612	3	1979	400	0	45	237	NULL	1513	NULL	2004
9724	4	2004	2052	0	NULL	NULL	NULL	1559	NULL	2005
9612	1	1975	924	0	133	NULL	NULL	1507	NULL	NULL
9724	4	1986	960	0	NULL	NULL	NULL	1559	NULL	NULL
9612	1	1970	1180	0	NULL	NULL	NULL	NULL	NULL	2004
9724	4	1995	1848	0	32	NULL	88	1560	NULL	NULL
9612	3	1985	1008	0	NULL	997	NULL	NULL	NULL	NULL
9612	3.5	1997	320	0	1280	NULL	NULL	1507	NULL	NULL
9612	3.5	1998	312	0	NULL	NULL	NULL	NULL	NULL	2004
9612	3.5	2017	798	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4.5	2011	1488	1	24	NULL	NULL	1559	NULL	NULL
9612	3.5	2011	406	0	753	NULL	NULL	1559	NULL	NULL
9612	2	1972	480	0	1071	NULL	NULL	1559	NULL	2005
9724	4	2009	1512	0	864	NULL	NULL	1513	NULL	2004
9612	2	1974	1077	0	408	NULL	NULL	1559	NULL	NULL
9612	3	1979	980	0	NULL	160	NULL	NULL	NULL	NULL
9724	4	1985	1484	0	288	NULL	NULL	1559	NULL	NULL
9728	3	1977	1392	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	1997	1960	0	NULL	360	NULL	1559	NULL	NULL
9614	4	1983	1974	0	90	386	NULL	1559	420	NULL
9612	1	1972	980	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	2.5	1982	600	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1972	480	0	16	NULL	NULL	1508	NULL	NULL
9612	1	1956	984	0	NULL	NULL	140	NULL	NULL	NULL
9612	2.5	1980	400	0	NULL	NULL	NULL	1510	NULL	2004
9724	4	1980	1440	1	816	320	NULL	NULL	NULL	NULL
9724	4	2012	1280	0	192	32	NULL	1559	NULL	NULL
9724	3.5	1993	1680	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1971	1212	0	210	NULL	NULL	1507	NULL	NULL
9612	3	1978	952	0	444	70	NULL	1559	NULL	NULL
9612	3	1979	1412	0	NULL	158	NULL	1559	NULL	NULL
9836	4.5	2018	2392	0	448	184	NULL	1559	NULL	NULL
9612	2.5	1982	840	0	NULL	64	NULL	1507	NULL	NULL
9616	5	2023	1216	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1980	924	0	NULL	NULL	NULL	NULL	NULL	NULL
9614	3	1979	952	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1978	888	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1975	980	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	2017	1512	0	704	NULL	NULL	1559	NULL	NULL
