STYLE	QUALITY	YEAR_BUILT	GLA	BSMT	Open Porch/deck/Roof Only	COV Porch&Deck	Enclosed	Foundation	Garage	Carport
9836	4.5	2005	2172	0	NULL	160	NULL	1559	NULL	NULL
9612	3	1984	1408	0	NULL	156	NULL	1560	NULL	2004
9724	4	2008	1438	0	144	NULL	NULL	1559	NULL	NULL
9724	4	1998	1092	0	136	NULL	NULL	1559	NULL	NULL
9724	4	2007	1032	0	760	NULL	NULL	1559	NULL	NULL
9724	3.5	1982	1316	0	NULL	100	72	1560	NULL	NULL
9612	2.5	1983	952	0	NULL	100	NULL	1510	NULL	NULL
9612	1	1973	924	0	32	NULL	NULL	1507	NULL	NULL
9612	3	1982	1248	0	NULL	48	96	1512	960	NULL
9724	3.5	1985	1529	0	20	NULL	331	1560	NULL	NULL
9724	4	1982	1680	0	NULL	1068	NULL	1559	816	NULL
9724	3	1971	1642	0	350	660	NULL	1559	720	NULL
9724	4	2000	1456	1	116	NULL	NULL	NULL	NULL	NULL
9724	2.5	1971	2559	0	216	NULL	NULL	1507	NULL	NULL
9612	1	1971	528	0	NULL	NULL	270	1507	NULL	NULL
9724	3.5	1983	1262	0	280	NULL	NULL	1560	NULL	NULL
9612	1	1970	576	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	3	1972	4036	1	NULL	858	144	NULL	956	NULL
9724	3.5	1980	1440	0	140	72	NULL	1559	NULL	NULL
9614	3.5	1996	848	0	NULL	NULL	NULL	1510	NULL	NULL
9724	2.5	1973	1836	0	NULL	370	NULL	1559	NULL	NULL
9724	4	1986	1848	0	288	384	NULL	1559	NULL	NULL
9724	4	2002	1296	0	32	NULL	NULL	1559	NULL	NULL
9724	3.5	1980	2145	0	462	100	NULL	1560	NULL	NULL
9728	2.5	1965	1572	0	47	508	16	NULL	NULL	NULL
9612	1	1972	696	0	NULL	54	NULL	NULL	NULL	NULL
9728	4.5	2007	1661	0	1316	140	284	1559	NULL	NULL
9724	3.5	1995	1742	0	NULL	448	NULL	1510	NULL	NULL
9612	2	1970	316	0	72	NULL	NULL	NULL	NULL	NULL
9612	2	1976	860	0	401	432	65	1510	NULL	NULL
9612	1	1974	980	0	60	NULL	NULL	1510	NULL	2004
9612	1	1971	784	0	NULL	580	NULL	1507	NULL	2004
9612	1	1972	840	0	1272	NULL	NULL	1507	NULL	2004
9612	1	1971	552	0	336	NULL	NULL	NULL	NULL	2004
9612	1	1972	672	0	352	64	NULL	1511	NULL	NULL
9612	1	1970	288	0	224	NULL	NULL	NULL	NULL	NULL
9612	1	1965	488	0	96	NULL	NULL	1507	NULL	NULL
9612	1	1975	480	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1970	520	0	NULL	150	NULL	NULL	NULL	2004
9612	1	1972	500	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1969	684	0	1280	NULL	NULL	1507	NULL	NULL
9612	1	1960	764	0	84	NULL	NULL	1510	NULL	NULL
9612	1	1962	622	0	131	NULL	NULL	1510	NULL	2004
9724	4	1998	1232	1	660	NULL	NULL	NULL	NULL	NULL
9724	4	2010	1144	0	NULL	156	NULL	1560	NULL	NULL
9724	4	1997	1232	0	NULL	1352	432	1511	NULL	2004
9612	1	1972	600	0	312	128	NULL	1508	NULL	2004
9612	3	1984	784	0	192	80	NULL	1507	NULL	NULL
9612	1	1972	672	0	NULL	96	NULL	1507	NULL	2004
9724	2.5	1956	960	0	NULL	NULL	NULL	1559	NULL	NULL
9612	1	1967	600	0	1640	NULL	NULL	1507	NULL	NULL
9724	3	1983	1432	0	1092	NULL	NULL	1510	NULL	NULL
9728	4	1999	1680	0	420	NULL	NULL	1559	NULL	NULL
9724	4	1995	1708	0	400	98	NULL	1560	600	2004
9724	3	1973	1536	1	80	NULL	NULL	NULL	NULL	NULL
9724	3.5	1984	868	0	64	NULL	NULL	1510	NULL	NULL
9724	4	2007	1188	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	2012	1547	0	32	32	NULL	1559	NULL	NULL
9724	4	2008	1680	0	32	NULL	NULL	1560	NULL	NULL
9724	4	2012	1288	0	210	24	NULL	1559	NULL	NULL
9612	1	1970	1560	0	NULL	NULL	NULL	1510	NULL	2005
9612	1	1969	878	0	NULL	184	NULL	1510	NULL	2004
9724	3.5	1994	2016	0	128	NULL	NULL	1560	NULL	NULL
9724	2	1972	1440	0	126	NULL	NULL	1559	NULL	NULL
9612	2.5	1981	742	0	NULL	128	NULL	1510	NULL	NULL
9724	3.5	1993	1080	0	NULL	80	122	1560	NULL	NULL
9728	4	1997	2020	0	NULL	108	NULL	1559	NULL	NULL
9836	5	2008	1961	0	687	NULL	NULL	1559	500	NULL
9612	3	1981	924	0	320	528	120	1510	NULL	2004
9612	2	1975	1135	0	NULL	277	152	1507	NULL	NULL
9612	3	1980	660	0	96	NULL	NULL	NULL	NULL	NULL
9724	4	2000	1540	0	32	NULL	NULL	1559	NULL	NULL
9724	4	1995	1456	0	111	NULL	NULL	1560	NULL	NULL
9724	4	1998	1288	0	NULL	352	NULL	1559	NULL	NULL
9724	3.5	1981	1831	0	NULL	96	110	1559	NULL	NULL
9724	4	1982	1248	0	NULL	NULL	NULL	1559	NULL	NULL
9612	3.5	2005	391	0	NULL	272	NULL	1508	NULL	NULL
9724	4	1992	2040	0	114	419	186	1559	600	NULL
9724	2.5	1973	1536	0	NULL	NULL	NULL	1510	NULL	NULL
9724	3.5	1977	1536	0	200	400	NULL	1559	NULL	NULL
9612	1	1972	672	0	80	NULL	360	1510	NULL	NULL
9612	1	1961	550	0	NULL	NULL	160	1510	NULL	NULL
9610	1	1962	360	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	2002	2113	0	40	209	NULL	1559	NULL	NULL
9724	2	1976	1320	0	NULL	416	NULL	1510	NULL	NULL
9612	2.5	1980	910	0	100	NULL	NULL	1510	NULL	NULL
9724	3	1972	1510	0	1437	50	NULL	1560	NULL	2006
9836	4.5	2006	2601	0	1104	24	NULL	1559	NULL	NULL
9724	4	1999	2028	0	194	NULL	NULL	1559	NULL	NULL
9724	4	1996	2946	0	NULL	20	NULL	1559	NULL	NULL
9724	3	1979	1876	0	172	NULL	NULL	1507	900	NULL
9836	4.5	2006	2262	0	276	NULL	NULL	1559	NULL	NULL
9724	4	2007	1173	0	286	NULL	NULL	1559	NULL	NULL
9724	3.5	1991	1568	0	2160	NULL	NULL	1560	NULL	NULL
9724	4	1995	1792	0	40	NULL	NULL	1560	NULL	NULL
9724	4	1998	1470	0	NULL	259	NULL	1559	NULL	NULL
9724	3.5	1984	1456	0	NULL	150	NULL	1560	NULL	2005
9724	3.5	1980	1512	0	112	NULL	NULL	1510	NULL	NULL
9724	4	1995	1354	0	680	NULL	NULL	1559	NULL	NULL
9724	2.5	1976	2556	0	NULL	440	NULL	1559	437	NULL
9612	2	1966	520	0	936	NULL	NULL	NULL	NULL	NULL
9612	2.5	1986	600	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	2.5	1977	624	0	NULL	240	NULL	NULL	NULL	NULL
9612	1	1960	576	0	232	154	NULL	1507	NULL	NULL
9612	1	1971	840	0	288	NULL	NULL	NULL	NULL	NULL
9724	3.5	1989	1728	0	169	NULL	NULL	1510	NULL	NULL
9724	4	1996	2016	0	406	96	NULL	1560	NULL	NULL
9724	3.5	1994	1904	0	NULL	352	NULL	1510	NULL	NULL
9724	4	1998	1960	0	25	NULL	NULL	1559	NULL	NULL
9724	4	1995	1680	0	18	480	NULL	1560	NULL	NULL
9728	3.5	1982	4588	0	NULL	NULL	NULL	1559	858	NULL
9612	3.5	1997	1164	0	120	NULL	80	1559	NULL	2004
9724	4	2001	1568	0	16	NULL	NULL	1559	NULL	NULL
9724	4	1982	1272	0	72	312	NULL	1559	NULL	2004
9724	4	2005	2250	0	30	NULL	NULL	1559	NULL	NULL
9724	2.5	1973	2576	0	192	NULL	NULL	1559	NULL	NULL
9724	4	1997	1144	0	NULL	120	NULL	1559	NULL	NULL
9724	4	1980	1152	0	NULL	668	108	1560	NULL	2004
9728	4	1982	1650	0	904	NULL	NULL	1511	NULL	2004
9724	3	1982	1440	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	2005	1706	0	1522	NULL	NULL	1559	NULL	NULL
9724	3	1980	2073	0	NULL	NULL	102	1559	NULL	NULL
9724	4	2006	2052	0	NULL	1929	NULL	1559	1575	NULL
9724	4	1995	1648	0	256	NULL	NULL	1559	NULL	NULL
9724	3.5	1982	2360	0	2534	NULL	NULL	1560	NULL	NULL
9724	3.5	1981	1792	0	225	224	NULL	1510	NULL	NULL
9724	4	2000	1215	0	NULL	740	NULL	1559	NULL	NULL
9724	3.5	1985	1904	0	336	768	320	1560	NULL	NULL
9728	3	1981	1904	0	NULL	NULL	NULL	1560	NULL	NULL
9612	2	1960	1217	0	219	NULL	NULL	1508	NULL	NULL
9724	3.5	1982	1686	0	94	260	NULL	1560	NULL	NULL
9724	3.5	1998	1068	0	16	NULL	NULL	1510	NULL	NULL
9612	2.5	1978	784	0	480	117	NULL	1507	NULL	NULL
9612	2	1972	552	0	428	NULL	NULL	1507	NULL	NULL
9612	1	1973	672	0	120	120	NULL	1510	NULL	NULL
9724	4.5	2002	2257	1	1654	NULL	NULL	NULL	NULL	NULL
9724	3	1984	1792	0	348	96	32	1507	NULL	NULL
9612	3	1998	1417	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1972	600	0	NULL	NULL	96	1507	NULL	NULL
9724	3	1983	1512	0	16	192	NULL	1510	NULL	NULL
9724	4	1999	1702	0	NULL	NULL	NULL	1559	NULL	NULL
9612	1	1976	980	0	40	160	60	1510	NULL	NULL
9724	2.5	1972	1543	0	60	NULL	NULL	1560	NULL	NULL
9724	3	1983	2814	0	452	336	NULL	1511	672	NULL
9724	3.5	1985	1680	0	NULL	340	NULL	1510	NULL	NULL
9724	2	1972	1560	0	NULL	76	NULL	1560	NULL	NULL
9724	3.5	1979	1344	0	416	NULL	NULL	1507	NULL	NULL
9724	4.5	1983	1632	1	722	680	NULL	NULL	NULL	NULL
9724	2	1975	1440	0	NULL	NULL	NULL	1510	NULL	2004
9724	3.5	1986	1344	0	NULL	80	NULL	1560	NULL	NULL
9724	3.5	1981	1680	0	208	NULL	NULL	1510	NULL	NULL
9724	3	1981	1404	0	96	NULL	NULL	1560	NULL	NULL
9724	4	1997	1792	0	456	476	NULL	1559	NULL	NULL
9724	3.5	1985	1152	0	480	464	NULL	1507	NULL	NULL
9724	4	2003	2280	0	NULL	NULL	NULL	1559	NULL	NULL
9724	3.5	1980	2140	0	NULL	430	NULL	1560	NULL	NULL
9612	3	1983	980	0	272	288	NULL	1510	NULL	NULL
9724	3.5	1982	1152	0	148	NULL	120	1513	NULL	NULL
9612	1	1976	840	0	NULL	308	NULL	1507	NULL	NULL
9612	1	1964	420	0	96	NULL	NULL	1507	NULL	NULL
9612	1	1972	672	0	NULL	NULL	NULL	1513	NULL	NULL
9612	1	1965	480	0	NULL	304	NULL	NULL	NULL	2004
9612	3.5	1965	788	0	NULL	160	NULL	1507	NULL	2005
9612	1	1970	1276	0	NULL	NULL	120	1510	NULL	NULL
9612	2	1974	1068	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1974	1310	0	NULL	NULL	96	1507	NULL	NULL
9612	2.5	1982	840	0	NULL	180	NULL	1510	NULL	NULL
9612	2.5	1983	696	0	NULL	36	NULL	1510	NULL	NULL
9724	3.5	1993	1848	0	100	NULL	NULL	1507	NULL	NULL
9724	4	2005	1456	0	41	NULL	NULL	1559	NULL	NULL
9724	4	2001	1430	1	48	NULL	NULL	NULL	NULL	NULL
9724	3.5	1982	1248	0	24	NULL	NULL	1510	NULL	NULL
9724	3.5	1981	1152	0	130	NULL	NULL	1560	NULL	NULL
9612	1	1972	964	0	NULL	240	144	1507	NULL	NULL
9612	2.5	1982	1192	0	208	32	NULL	1510	NULL	2004
9724	4	1999	960	0	NULL	128	NULL	1559	NULL	NULL
9724	4	2007	1920	0	NULL	336	NULL	1559	NULL	NULL
9612	2.5	1981	980	0	264	NULL	NULL	1507	NULL	NULL
9724	4	1996	1120	0	72	NULL	NULL	1560	NULL	NULL
9724	4	1998	1445	0	NULL	98	NULL	1559	NULL	NULL
9612	1	1973	1104	0	NULL	NULL	120	1560	NULL	NULL
9612	1	1975	672	0	NULL	200	NULL	1510	NULL	2004
9612	3	2001	980	0	NULL	240	NULL	1507	NULL	NULL
9724	2	1973	960	0	32	96	NULL	1510	NULL	NULL
9724	2	1973	1536	0	NULL	208	160	1507	NULL	NULL
9724	3.5	1981	2280	0	630	NULL	NULL	1559	720	NULL
9724	3.5	1984	1152	0	20	NULL	NULL	1560	NULL	NULL
9724	4	1984	1344	0	NULL	436	NULL	1560	1024	NULL
9724	4	2009	1600	0	652	NULL	NULL	1559	NULL	NULL
9724	4	2013	2044	0	799	40	NULL	1559	NULL	NULL
9612	3.5	1994	896	0	120	NULL	600	1559	NULL	NULL
9724	3.5	1985	1344	0	NULL	228	NULL	1510	NULL	NULL
9836	4.5	2006	2280	0	732	NULL	NULL	1559	NULL	NULL
9612	3	1997	980	0	64	NULL	300	1507	NULL	NULL
9724	4	1986	1320	0	NULL	212	NULL	1560	720	NULL
9612	1	1962	420	0	36	NULL	NULL	1510	NULL	NULL
9724	4	1994	1936	0	248	NULL	NULL	1559	NULL	NULL
9612	2.5	1980	952	0	NULL	140	NULL	1507	NULL	NULL
9724	4	2006	1387	0	320	NULL	NULL	1559	NULL	NULL
9724	2	1975	1440	0	NULL	324	NULL	1507	NULL	NULL
9724	4	1997	1344	0	193	NULL	NULL	1559	NULL	NULL
9724	4	2003	2280	0	90	440	NULL	1559	NULL	NULL
9836	4.5	1999	1995	0	32	39	NULL	1559	NULL	2004
9724	4	2008	2280	0	200	NULL	NULL	1559	NULL	NULL
9724	4	1993	1960	0	16	NULL	NULL	1559	NULL	NULL
9724	4	1988	1632	0	NULL	140	144	1513	720	NULL
9612	3	1980	952	0	NULL	160	NULL	1510	NULL	NULL
9724	4	1995	1664	0	512	NULL	NULL	1559	NULL	NULL
9612	2.5	1986	744	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	1998	1296	0	16	352	NULL	1559	NULL	NULL
9724	4	1986	1782	0	1393	NULL	NULL	NULL	891	NULL
9612	1	1976	952	0	36	NULL	128	1560	NULL	NULL
9724	3.5	1988	1848	0	NULL	NULL	NULL	1509	NULL	NULL
9612	4	1971	1674	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	2002	1456	0	112	NULL	NULL	1559	NULL	NULL
9724	3.5	1982	1344	0	560	280	NULL	1560	NULL	NULL
9612	1	1957	480	0	320	NULL	NULL	1507	NULL	2004
9612	1	1954	288	0	320	NULL	NULL	1507	NULL	2004
9612	1	1965	720	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	3	1978	1968	0	24	NULL	320	1560	NULL	NULL
9724	4	2001	1782	0	24	400	NULL	1559	NULL	NULL
9612	1	1970	700	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2.5	1986	1101	0	NULL	380	NULL	1510	240	NULL
9724	4.5	1999	1932	1	414	NULL	NULL	NULL	NULL	NULL
9836	4.5	2003	1899	0	48	150	NULL	1559	NULL	NULL
9612	3	1987	780	0	25	NULL	NULL	1510	NULL	NULL
9836	4.5	1999	2048	0	627	32	NULL	1559	NULL	NULL
9612	1	1975	980	0	25	NULL	NULL	1513	NULL	NULL
9724	3	1977	1248	0	35	NULL	NULL	1510	NULL	2004
9724	3	1979	1440	0	695	NULL	120	1560	NULL	NULL
9724	4	2000	1173	0	18	128	NULL	1559	NULL	NULL
9724	2	1975	1440	0	NULL	72	NULL	1510	NULL	NULL
9724	3	1979	1584	0	224	64	NULL	1507	NULL	NULL
9724	4	1997	2128	0	76	NULL	NULL	1559	NULL	NULL
9724	4	1997	2168	0	NULL	NULL	NULL	1559	NULL	NULL
9724	3.5	1979	1440	0	240	72	NULL	1560	NULL	2005
9836	4.5	2006	1946	0	210	128	NULL	1559	NULL	NULL
9724	3.5	1985	1152	0	516	NULL	150	1560	NULL	NULL
9614	3	1978	1318	0	288	NULL	NULL	1560	NULL	NULL
9724	3.5	1984	1904	0	440	280	NULL	1560	NULL	NULL
9836	4.5	2005	2628	0	NULL	316	NULL	1560	NULL	NULL
9724	3.5	1982	1960	0	100	NULL	NULL	1507	NULL	NULL
9612	1	1973	1212	0	64	NULL	100	NULL	NULL	NULL
9724	3.5	1986	1248	0	308	NULL	NULL	1560	NULL	NULL
9612	1	1966	634	0	NULL	NULL	NULL	1560	NULL	NULL
9612	2.5	1974	1440	0	160	256	NULL	1559	NULL	2004
9612	1	1972	576	0	NULL	176	NULL	1507	NULL	NULL
9612	1	1970	780	0	400	NULL	NULL	1507	NULL	NULL
9724	4.5	2019	1280	0	NULL	NULL	NULL	1559	NULL	NULL
9724	2	1973	1776	0	NULL	56	NULL	1560	NULL	NULL
9724	4	1983	1813	1	NULL	144	NULL	1559	NULL	NULL
9724	3.5	1983	1440	0	24	NULL	NULL	1560	NULL	NULL
9836	4.5	2001	2038	0	166	458	NULL	1559	NULL	NULL
9612	1	1975	952	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	1997	2014	0	180	NULL	NULL	1559	NULL	NULL
9612	3	1998	1064	0	NULL	NULL	432	1510	NULL	NULL
9724	4	1997	1824	0	308	128	NULL	1559	NULL	NULL
9724	3	1973	1440	0	320	700	NULL	1559	NULL	NULL
9724	3.5	1985	1296	0	NULL	100	NULL	1507	NULL	NULL
9612	2	1960	600	0	NULL	NULL	NULL	NULL	NULL	2004
9724	4	2008	1280	0	160	NULL	NULL	1559	NULL	NULL
9612	2.5	1981	952	0	NULL	980	NULL	1560	NULL	NULL
9724	4	1998	1144	0	448	98	NULL	1560	NULL	NULL
9724	3.5	1993	1210	0	NULL	240	NULL	1560	NULL	NULL
9724	4	1995	1152	0	24	293	72	1560	NULL	NULL
9612	3.5	1995	840	0	36	NULL	NULL	1560	NULL	2004
9612	3	1978	980	0	NULL	NULL	148	1560	NULL	NULL
9612	3	1980	980	0	48	160	NULL	1507	NULL	2005
9612	2.5	1981	924	0	NULL	40	NULL	1510	NULL	NULL
9724	4	1996	1120	0	24	NULL	NULL	1560	NULL	NULL
9612	1	1971	896	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3.5	1998	931	0	NULL	168	NULL	1507	NULL	2004
9724	2.5	1972	1488	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1981	784	0	96	NULL	NULL	1510	NULL	NULL
9724	3	1997	1152	0	NULL	NULL	NULL	1510	NULL	NULL
9612	2.5	1982	728	0	40	184	NULL	1507	NULL	NULL
9612	3.5	1984	924	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	1981	1488	0	NULL	NULL	NULL	1560	NULL	NULL
9724	2.5	1973	1788	0	NULL	NULL	96	1559	NULL	2004
9724	4	1998	1960	0	NULL	352	96	1559	NULL	NULL
9612	2	1969	840	0	NULL	80	24	1510	NULL	NULL
9724	3.5	1983	1440	0	121	NULL	NULL	1513	NULL	2005
9724	3.5	2005	1820	0	450	NULL	NULL	1559	NULL	NULL
9724	3.5	1985	1991	0	265	NULL	288	1560	NULL	NULL
9724	4	2000	1456	0	36	NULL	NULL	1559	NULL	NULL
9728	2	1970	2016	0	NULL	NULL	140	1510	NULL	NULL
9724	3.5	1984	1845	0	77	134	NULL	1560	NULL	2004
9724	3	1978	1440	0	140	240	NULL	1560	NULL	NULL
9612	3	1981	938	0	64	NULL	NULL	NULL	NULL	NULL
9724	4	1996	1184	0	200	NULL	256	1560	NULL	NULL
9724	3.5	1994	1568	0	48	511	NULL	1513	NULL	NULL
9612	2.5	1978	980	0	NULL	120	NULL	1511	NULL	NULL
9724	3	1978	1440	0	288	NULL	64	1510	NULL	NULL
9724	4	2000	2052	0	31	NULL	NULL	1559	NULL	NULL
9724	4	1992	1449	0	727	405	189	1560	972	NULL
9724	3.5	1974	1914	0	NULL	NULL	NULL	1559	NULL	NULL
9724	3	1981	2356	0	NULL	582	NULL	1559	NULL	NULL
9612	1	1973	924	0	NULL	344	NULL	1507	NULL	NULL
9724	3.5	1983	1200	0	400	800	NULL	1560	NULL	NULL
9836	4.5	2003	2560	0	144	NULL	NULL	1559	NULL	NULL
9724	3.5	1992	1647	0	NULL	720	NULL	1560	NULL	NULL
9724	3.5	1994	1680	0	150	192	NULL	1560	NULL	NULL
9724	3	1985	1440	0	944	NULL	NULL	1510	NULL	NULL
9724	2.5	1974	1839	0	NULL	NULL	NULL	1559	NULL	NULL
9612	1	1969	744	0	34	NULL	NULL	NULL	NULL	NULL
9724	4	2000	1404	0	30	280	NULL	1559	NULL	NULL
9612	3	1983	2025	0	72	620	NULL	NULL	NULL	2004
9612	2.5	1984	980	0	64	NULL	96	1507	NULL	NULL
9614	3	1982	1008	0	NULL	160	304	1510	NULL	NULL
9612	2.5	1979	924	0	NULL	344	NULL	NULL	NULL	NULL
9612	3	1991	400	0	NULL	NULL	400	1510	NULL	2004
9612	1	1970	270	0	392	NULL	NULL	1510	NULL	NULL
9724	4	2014	1707	0	160	NULL	NULL	1559	NULL	NULL
9724	3	1980	1296	0	NULL	64	672	1507	NULL	NULL
9724	4	1998	1516	0	25	NULL	NULL	1559	NULL	NULL
9724	3.5	1979	1344	0	288	NULL	NULL	1513	NULL	NULL
9724	2.5	1974	1488	0	852	NULL	NULL	1559	NULL	NULL
9724	2	1975	1440	0	240	NULL	100	1560	NULL	NULL
9724	4	1992	2296	0	468	NULL	NULL	1559	NULL	NULL
9612	1	1968	860	0	NULL	NULL	240	1510	NULL	NULL
9612	1	1972	857	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	3	1980	1792	0	64	224	NULL	1560	NULL	2004
9724	2	1972	1344	0	NULL	636	NULL	1510	NULL	NULL
9836	4.5	2001	1664	0	432	339	NULL	1559	560	NULL
9612	1	1966	660	0	NULL	168	NULL	1510	NULL	NULL
9724	3	1977	1680	0	NULL	640	NULL	1559	NULL	2004
9724	2	1970	1440	0	260	128	NULL	NULL	NULL	NULL
9612	1	1970	720	0	NULL	200	NULL	1510	192	2004
9724	2.5	1973	1551	0	236	NULL	154	1559	NULL	NULL
9612	2.5	1983	980	0	NULL	420	NULL	1510	NULL	NULL
9724	4	1998	960	0	NULL	144	NULL	1559	NULL	NULL
9724	4	2005	1056	0	440	60	NULL	1559	NULL	2004
9724	3.5	1993	2052	0	36	360	NULL	1559	NULL	NULL
9724	3.5	1972	2392	0	777	NULL	NULL	1559	NULL	NULL
9612	3.5	2010	924	0	50	NULL	NULL	1560	NULL	NULL
9836	4.5	2000	2160	1	NULL	426	NULL	NULL	NULL	NULL
9612	1	1974	980	0	144	NULL	NULL	1510	NULL	NULL
9612	1	1968	660	0	NULL	468	NULL	1507	NULL	NULL
9612	3.5	1995	1320	0	728	NULL	NULL	1559	NULL	2005
9724	3.5	1980	1152	0	NULL	NULL	NULL	1560	NULL	NULL
9728	4	2012	1707	0	364	NULL	NULL	1559	NULL	NULL
9724	4	2000	1881	0	276	NULL	NULL	1559	NULL	NULL
9612	3.5	1996	1064	0	20	NULL	NULL	1560	NULL	NULL
9612	1	1965	560	0	NULL	128	NULL	1510	NULL	NULL
9612	3	1994	1064	0	72	120	NULL	1560	NULL	NULL
9724	2.5	1972	2160	0	272	NULL	NULL	1559	NULL	NULL
9724	4	1999	1680	0	96	NULL	NULL	1559	NULL	NULL
9612	3	1954	625	0	281	NULL	NULL	1560	NULL	NULL
9724	2.5	1976	1368	1	40	96	NULL	NULL	NULL	NULL
9612	3.5	2008	1152	0	NULL	NULL	NULL	1507	NULL	NULL
9732	5	2016	2006	0	NULL	NULL	NULL	1559	1225	NULL
9724	3	1981	1876	0	96	NULL	NULL	1559	NULL	NULL
9724	4	1997	1792	0	NULL	1690	NULL	1559	NULL	NULL
9724	3.5	1982	1152	0	48	NULL	NULL	1560	NULL	NULL
9724	4	2006	1644	0	292	206	NULL	1559	NULL	NULL
9724	3.5	1996	1246	0	16	260	NULL	1511	NULL	NULL
9724	4	1997	2128	0	504	NULL	NULL	1560	NULL	NULL
9724	3.5	1982	1248	0	36	NULL	NULL	1560	NULL	NULL
9724	4	1995	1960	0	64	320	NULL	1559	NULL	NULL
9724	2	1972	1632	0	180	NULL	NULL	1560	NULL	NULL
9724	2.5	1973	1960	0	160	624	NULL	1510	NULL	NULL
9724	4	2007	1680	0	48	236	NULL	1510	NULL	NULL
9612	3	2000	280	0	250	NULL	NULL	NULL	NULL	2004
9612	1	1970	400	0	240	NULL	168	1508	NULL	2004
9728	4	2002	1568	0	NULL	144	NULL	1559	NULL	NULL
9728	4.5	1995	2048	0	168	682	NULL	1559	520	NULL
9724	4	1994	1742	0	384	122	NULL	1559	NULL	NULL
9724	4	1989	1296	0	303	160	280	1559	NULL	NULL
9612	2	1969	720	0	NULL	NULL	NULL	NULL	NULL	2004
9612	1	1972	480	0	960	NULL	1	1507	NULL	2004
9724	4	1996	1620	0	NULL	1200	NULL	1560	NULL	2005
9724	4	1995	2128	0	NULL	200	280	1560	NULL	NULL
9612	1	1971	964	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	1996	924	0	112	NULL	NULL	1510	NULL	NULL
9724	4	1995	1560	0	NULL	520	NULL	1560	NULL	NULL
9612	1	1976	924	0	NULL	120	NULL	NULL	NULL	NULL
9732	4.5	2006	2280	1	168	168	NULL	NULL	960	NULL
9724	4	1996	1639	0	3069	NULL	NULL	1559	NULL	NULL
9724	4	1997	1120	0	240	NULL	NULL	1559	NULL	NULL
9612	3.5	1992	938	0	30	160	NULL	1559	NULL	NULL
9724	3.5	1996	2696	0	NULL	648	NULL	1559	NULL	NULL
9724	4	2000	2066	0	636	NULL	NULL	1559	NULL	NULL
9724	4.5	1996	2146	1	24	240	NULL	1559	1008	NULL
9724	4	1996	1560	0	NULL	NULL	200	1560	624	NULL
9612	1	1974	720	0	NULL	96	NULL	NULL	NULL	NULL
9724	4	1999	1180	0	384	96	NULL	1559	NULL	NULL
9724	4	1997	1080	0	50	NULL	NULL	1559	NULL	NULL
9724	4	1996	1352	0	20	72	NULL	1559	NULL	NULL
9728	4.5	1996	2783	0	24	128	NULL	1559	NULL	NULL
9724	4	2005	1248	0	NULL	696	NULL	1559	NULL	2004
9724	4	1996	2068	0	510	NULL	NULL	1560	NULL	NULL
9724	4	1995	1300	0	24	NULL	NULL	1560	NULL	NULL
9724	4	2002	1512	0	80	NULL	NULL	1559	NULL	2004
9612	2.5	1977	938	0	100	NULL	NULL	1510	NULL	NULL
9612	1	1974	980	0	36	NULL	NULL	1510	NULL	NULL
9724	3.5	1986	1751	0	1064	224	144	1560	NULL	NULL
9724	4.5	1998	1782	0	NULL	408	NULL	1559	851	NULL
9724	4.5	1997	2972	1	3336	204	NULL	1559	NULL	NULL
9612	2.5	1986	1064	0	400	180	NULL	1510	NULL	NULL
9724	4	1996	1344	0	936	NULL	NULL	1559	NULL	NULL
9724	4.5	2001	1680	0	280	120	NULL	1559	784	NULL
9724	4	2007	1680	0	36	192	NULL	1559	NULL	NULL
9724	4	1996	1404	0	NULL	NULL	NULL	1559	NULL	NULL
9724	3.5	1981	1620	0	NULL	80	180	1560	NULL	NULL
9612	1	1972	900	0	168	144	NULL	1510	NULL	NULL
9612	1	1972	924	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1976	904	0	620	NULL	NULL	1510	NULL	2005
9614	3	1980	980	0	220	NULL	NULL	NULL	NULL	NULL
9612	3.5	1996	1178	0	NULL	NULL	NULL	1507	NULL	2004
9842	5	1998	1940	0	326	NULL	NULL	1559	988	NULL
9724	4.5	1997	1414	1	138	NULL	NULL	NULL	840	NULL
